label	text
2	A Study Of PF-03463275 As Add-On Therapy In Outpatients With Persistent Negative Symptoms Of Schizophrenia, The study was terminated on August 25, 2010 because the study's scientific validity could no longer be supported. The decision to terminate the trial was not based on any safety concerns., schizophrenia negative symptoms adjunctive
2	A Study to Determine the Maximum Tolerated Dose of an Investigational Drug in Subjects With Schizophrenia, This is a single-center, randomized, double-blind, placebo-controlled, inpatient, single ascending dose (SAD) study designed to evaluate the safety, tolerability, and PK of lurasidone injectable suspension in subjects with schizophrenia. This study will determine the minimum intolerable dose (MID), the maximum tolerated dose (MTD) of lurasidone injectable suspension, and characterize the PK profiles of lurasidone and its metabolites in serum (ID-14283, ID-14326, ID-11614, ID-20219, and ID-20220) and urine (ID-14283, ID-14326, and ID-11614) in this subject population. The potential effects of gender on the PK of lurasidone injectable suspension and its metabolites will also be evaluated when applicable., Schizophrenia
2	Genetic Research in Schizophrenia Using DNA Markers and Clinical Phenotypes, It is known from genetic linkage and gene expression studies that the alpha 7 nicotinic receptor gene is abnormally expressed in people with schizophrenia. The immediate objectives of this proposal support the long-term objectives of a comprehensive description of the pathophysiology of schizophrenia and new drug treatments by carefully defining the physiological genotype-phenotype relationship for a single candidate gene. Subjects and family members with a mental illness or who appear to have a mental illness will be asked to undergo an interview, perform some mental tests and have a blood, urine, and saliva sample taken one time., schizophrenia
0	Assessment of the Aromatherapy to Alleviate Peri Operative Anxiety in Ambulatory Elective Upper Limb Surgery Under Loco-regional Anesthesia, 0, Perioperative Anxiety|Aromatherapy|Surgery|Loco-regional Anesthesia|Ambulatory
2	Safety, Pharmacokinetics and Efficacy Study of MP-214 in Patients With Schizophrenia, 0, schizophrenia|antipsychotics|dopamine D3/D2 antagonist
2	Efficacy and Safety of AVE1625 as a Co-treatment With Antipsychotic Therapy in Schizophrenia, 0, psychometrics|schizophrenia
2	Self-Management Therapy for Youth With Schizophrenia, To test the effectiveness of a family-centered, community-based, self-management intervention (Self-Management Therapy) for adolescents with schizophrenia. The primary aim is to test its effectiveness in improving the adolescents' level of functioning in role performance, thinking/cognitive processing, behavior towards others, mood, and use of substances. The second aim is to assess the impact of the intervention on family functioning. The third aim is to describe the relationships among the process variables of the intervention.||Nakagawa-Kogan's self-management nursing model, Kanfer's self-regulation theory, and Liberman's theory of stress and vulnerability provide the theoretical basis for the self-management intervention developed specifically for a population with deficits in cognitive processing. The intervention involves training in symptom awareness, stress management skills, problem-solving, and social skills. Parents and siblings are included to gain knowledge and skills to support the adolescents.||The adolescent's level of functioning is assessed using the Child and Adolescent Functional Assessment Scale, the Birchwood Early Signs & Symptoms Scale for schizophrenia, and the DISA. Family Functioning is assessed by computing a Composite Family Functioning Index using weighted scores from the FACES II, Family Apgar, Family Empowerment, and Family Social Support scales. One parent is designated by the family to be the family respondent on the scales. The adolescents are referred to the study by mental health professionals. The intervention is administered in small multiple-family groups in 12 sessions over 7-1/2 months. Data are collected at 4 points in time: at baseline, after 6 intensive sessions, after 6 monthly reinforcement sessions, and 6 months post-intervention. ANCOVA is used to test the study hypotheses. Multivariate relationships are examined among the process variables of the intervention., Adolescence|Family|Female|Human|Male|Schizophrenia|Self Care|Community Health Services
2	A Double-Blind Trial of Adjunctive Valacyclovir to Improve Cognition in Early Phase Schizophrenia, One hundred and seventy-five participants (N=70 HSV-1 seropositive and N=105 HSV-1 seronegative) will be randomized 1:1 to receive adjunctive valacyclovir or adjunctive placebo for a 16 week period. The primary outcome that will be assessed is improvement in changes in visual and working memory scores in HSV-1 positive and negative participants over the course of the study. We will also measure the overall cognitive functioning and the severity of psychiatric symptoms over the course of the study and will evaluate the tolerability and safety of valacyclovir treatment in this population. In addition, we will explore the relationship between changes in the levels of inflammatory markers (HSV2, CMV, EBV, CRP, and Toxoplasmosis) and treatment response over the course of the study., schizophrenia|schizoaffective|schizophreniform|inflammatory markers|HSV1|cognition|early psychosis|valacyclovir
2	A Phase 3, Long-term Safety and Tolerability Study of ALKS 3831 in Adults With Schizophrenia, 0, Alkermes|ALKS 3831|Samidorphan|Schizophrenia|Safety
2	PEARL Schizophrenia Maintenance, 0, Schizophrenia|Lurasidone|Latuda
2	Evaluation of Effectiveness and Safety of Paliperidone ER (Extended-release) Compared With Quetiapine in Patients With Schizophrenia, This is a randomized (patients are assigned different treatments based on chance), double blind (neither the patient nor the physician knows whether drug or placebo is being taken, or at what dosage), placebo controlled, parallel group study to compare the efficacy and safety of paliperidone ER with quetiapine in the treatment of patients who have schizophrenia and are acutely ill. The duration of the study is 42 days. During the first phase (Day 0 - Day 14) patients receive increasing doses of the treatment to which they are assigned (starting with 3mg and increasing to 9 mg or 12 mg of paliperidone ER; starting with 50 mg and increasing to 600 mg or 800 mg of quetiapine; or the same number of capsules of placebo). During the second phase (Day 15 - Day 42), patients continue to take the dose of medication they received on day 14, but may also receive other medications if the investigator determines they are needed to treat ongoing symptoms. The hypothesis of the study is that paliperidone ER is better than quetiapine in the short term for treating acutely ill patients with schizophrenia. Primary outcome is change on the total score of the PANSS (Positive and Negative Syndrome scale for Schizophrenia) in the first phase of the study (Day 0 - Day 14). Secondary outcomes include time to response, time to readiness for discharge, and additional medication use in the second phase of the study (Day 15- Day 42) for patients receiving paliperidone ER compared to quetiapine. Safety of paliperidone ER compared with quetiapine throughout the study (Day 0 - Day 42) will be based on reported adverse events, results of laboratory tests (hematology, biochemistry, and urinalysis), vital signs (blood pressure, pulse, and weight), electrocardiogram, and movement disorder scales (Abnormal Involuntary Movement Scale, Barnes Akathisia Scale, and Simpson-Angus Rating Scale). Patients may participate in a pharmacogenomic (DNA) analysis, if they choose to do so. Patients receive study drug by mouth for a total of 42 days. Study medications will be increased to maximum tolerated doses of Paliperidone ER 9mg or 12mg/day and Quetiapine 600mg or 800mg at day 8. From day 15 through day 42 (end of study) all patients will be eligible for additional psychotropic medications at investigators' discretion., Schizophrenia|Antipsychotic|paliperidone|quetiapine|Seroquel|placebo
2	Niacin Skin Flush Response in Patients With Schizophrenia, 0, 0
2	Appetite Increase in Schizophrenia Patients Treated With Atypical Antipsychotics, Atypical antipsychotics (AAP) have revolutionize treatment of schizophrenia. They are considered to be more effective in reducing positive and negative symptoms and in improving cognitive deficits. They cause less extrapyramidal symptoms and tardive dyskinesia than typical antipsychotics. They still have a lot of important side effects like sedation, metabolic syndrome and weight gain. These effects could lead to obesity, type II diabetes and cardiovascular diseases, particularly for schizophrenia patients because they are already at an increased risk for these complications. Moreover, an increase in weight gain has been demonstrate to exacerbate negative symptoms and can lead to non compliance with a consequent risk of relapse. It also can create an additional social disadvantage for schizophrenia patients and decrease their quality of life. The weight gain will result, in part from an increased food intake (and probably an increased appetite) and from a decreased energy expenditure.||The purpose of this study is to understand the cerebral mechanisms of appetite in patients with schizophrenia treated with atypical antipsychotics to prevent or treat their weight gain., Schizophrenia|Atypical antipsychotics|Weight gain|Appetite|fMRI
2	Magnetic Stimulation as a Treatment for Auditory Hallucinations in Schizophrenia, We hypothesize that: True treatment with rTMS will have significant decrease in auditory hallucinations versus sham treatment over the temporoparietal cortex.||FMRI will highlight areas of activation with auditory hallucinations distinct from the area identified by Hoffman's scalp based method.||Cortical inhibition as measured by paired pulse TMS will be increased after true TMS but not sham TMS., Transcranial Magnetic Stimulation|Paired Pulse
2	Effect of Sarcosine on Symptomatology, Quality of Life, Oxidative Stress and Glutamatergic Parameters in Schizophrenia, Glutamic acid is the largest excitatory neurotransmitter in the central nervous system, the population of glutamatergic neurones represents approximately 50% of all neurones in the brain. Being closely dependent on the inhibitory GABA system, the glutamate system is responsible for the transmission and modulation of the majority of brain signals and connected with dopaminergic and serotonergic systems. The glutamate system plays an important role in the pathogenesis of schizophrenia. NMDA receptor antagonists, including phencyclidine, ketamine and MK-801, cause symptoms similar to those found in schizophrenia, as well as deterioration of mental state in patients with schizophrenia. What is important from a theoretical point of view NMDA agonists also cause negative symptoms which are not observed after amphetamine or other drugs intoxications. Based on these observations, it was assumed that normalization of glutamatergic transmission may result in an improvement in schizophrenia symptomatology.||According to the assumptions of this hypothesis, attempts were made to stimulate transmission within this system. Due to the high risk of excitotoxic effects induction therapy with glutamic acid is not administered (hyperactivity of glutamatergic system, leading to nerve cell damage was observed in neurodegenerative diseases). Along with glutamic acid and voltage changes dependent on another glutamatergic receptor - AMPA, presence of glycine is necessary to stimulate the NMDA receptor. This widely distributed amino acid, an important element of protein chains, is present in a daily diet (average consumption amounts to 2g/day). In addition to building properties, it is of paramount importance in the central nervous system. As a primary transmitter in glycinergic neurones it belongs to the class I of neurotransmitters. Moreover, it also plays a role as a co-agonist and a modulator, for example in the glutamatergic system. Glutamic acid is released from nerve endings into the synaptic cleft, where it is re-uptaken and dispersed, which, in consequence, results in a rapid decline in its concentration in the vicinity of NMDA receptors. As a result, the time of receptor binding is short. Intrasynaptic glycine turnover is different - it resides inside the synapses permanently, depending on the concentration and, to a greater or lesser extent, binds to a modulatory site. Glial cells, with identified glycine transport system (GlyT-1) are responsible for maintaining a stable level of glycine in neuronal junctions. New research on inhibitors of this transport system (GTI) eg. sarcosine, which may have similar or better effects to glycine administration, have begun. Glycine does not bind to all the modulatory sites on NMDA receptor in vivo, and augmentation of this saturation intensifies glutamatergic transmission. This phenomenon is particularly observed in individuals with relatively low (not sufficient for maximum saturation of the receptor site) levels of synaptic glycine.||We hypothesize that supplementation of sarcosine helps achieve betterment in symptomatology, general quality of life and also cognitive functioning and other prefrontal derivatives, eg. oculomotor functions.||To extend research we planned assessing blood levels of glycine, sarcosine but also other parameters involved in glutamatergic transmission such as BDNF and metalproteinase MMP-9. Knowing excitotoxic properties of glutamate TBARS (thiobarbituric acid reactive substances) - oxidative stress related will be assessed.||Methodology of the study. We plan to enroll 60-70 patients in stable mental state meeting criteria for schizophrenia according to ICD-10 with predominant negative symptoms (minimum of 21 points and severity of each negative symptom at least 3 points in PANSS-Negative subscale).||Main study part will be continued for 26 weeks (T0-T26) and 10 visits (W1-W10). The preceding 12-week period (W0-W1) will be used for evaluation of stability of mental state and pharmacotherapy.||Patients on visit T0 will be randomized to two comparable groups of 30 patients (sarcosine and control group). Researchers and patients will not have information on the administered treatment.||During the study patients will receive previous antipsychotic treatment (at least 3-month without dosage change). Mental stability will be assessed during the preceding period (W1 and W0 visit - 12 weeks before W1). Sarcosine (or placebo) will be augmented between visits W1 and W9, the subsequent period (between W9 and W10), will be used to evaluate the consequences of withdrawal sarcosine (and placebo).||Information on the history of the disease, and current mental status will be obtained during the psychiatric examination, in part, standardized by the use of commonly accepted psychiatric scales (PANSS, Calgary Depression Scale, CGI, SAS and quality of life and sexual activity scales). Assessment of the use of psychiatric scales will be used on each of the visits.||As the basic tools used to study cognitive functioning test Wisconsin Card Sorting (WCST), Trail Making Test (TMT) and Stroop Test will be used. Psychological testing will be performed by a psychologist on visits W1, W6 and W9.||Assessment of metabolism of glycine and glutamic acid in brain tissue in the frontal cortex and hippocampus using magnetic resonance spectroscopy, electrooculography, parameter of oxidative stress - T-BARS and blood assessments (glycine, sarcosine, BDNF and MMP-9) will be performed on visits W1 and W9., glutamic acid|sarcosine|NMDA|schizophrenia
2	Aripiprazole Augmentation for Clozapine-Treated Patients With Refractory Schizophrenia, Clozapine is renowned for its efficacy in treating schizophrenia refractory to typical or atypical antipsychotics. Though the effectiveness of clozapine has been established, a considerable number of patients with schizophrenia are partially responsive or unresponsive to clozapine. In addition, long-term use of clozapine is associated with the development of obsessive-compulsive symptoms and metabolic syndrome. In order to overcome these short-comings and to increase efficacy, aripiprazole augmentation was implemented. Quantitative electroencephalogram will be used to monitor the occurrence of abnormal findings and to analyze the changes in electroencephalographic pattern with linear and non-linear methodology.||Comparisons: Design of double-blind randomized placebo controlled study of patients at Refractory Schizophrenia Clinique in Department of Neuropsychiatry at Seoul National University Hospital., schizophrenia|aripiprazole|clozapine
2	Cerebral Reorganization in Schizophrenia, Impairment in cognitive functions is one of the main symptoms in schizophrenia and is currently one of the challenges in the treatment of the disease. In this study we compare effects of two computer-aided training programs. One focused on auditory perception and processing as a basic ability underlying higher order information processing. The other training focus on facial affect discrimination and working memory. Both trainings are computer-aided and time-intensive, including up to twenty sessions within four weeks., Cognitive Training|Neuroplasticity|MEG|MATRICS
2	Study to Evaluate the Efficacy, Safety, and Tolerability of Valbenazine as an Adjunctive Treatment for Schizophrenia, 0, schizophrenia|valbenazine|antipsychotic|VMAT2|NBI-98854|dopamine|PANSS|Adjunctive
0	VR for Preoperative Anxiety in Children, The investigators' goal in this study is to investigate the effects of virtual reality preoperative preparation on anxiety in children at induction of anesthesia. The hypothesis is that utilisation of this novel 1st person immersive preparatory method will lead to an enhanced understanding of what will happen to the child (in addition to what the environment looks and sounds like) when they have their anesthetic. The investigators believe this enhanced understanding and preparation will lead to the reduction in anxiety levels before and during the induction of anesthesia, and will also lead to a reduction in postoperative negative behaviour disorders., 0
2	Study Evaluating Safety and Tolerability of Vabicaserin in Patients With Sudden Worsening of Schizophrenia, 0, Acute, Schizophrenia, Phase2a, Vabicaserin
2	Study of a Neurocognition Enhancing Agent in Patients With Schizophrenia, Aims:||Schizophrenia is one of the most disabling disorders to afflict mankind. Despite the low lifetime prevalence of schizophrenia (1% world-wide), it has an enormous burden in both economic cost and human suffering. There is currently no cure for schizophrenia and its cause is not well understood. Patients with schizophrenia also suffer from negative symptoms (loss of drive, apathy, poverty of speech) and severe cognitive impairments especially with memory, attention, processing of information - the latter of which is most robustly correlated with their role functioning in the community. Addressing these impairments with effective interventions is thus critically important but at this present moment, there is no effective treatment. Recent emerging data from animal studies and a pilot study on small group of patients with schizophrenia suggest that neurosteroids such as pregnenolone may be relevant to schizophrenia pathophysiology and treatment of neurocognitive impairments. This study will be a 10-week randomised double-blind placebo-controlled trial of the efficacy and safety of pregnenolone. Our hypothesis is patients with schizophrenia randomized to pregnenolone will demonstrate significant improvements in cognitive functioning and negative symptoms compared to patients receiving placebo. The primary aims of the study are to demonstrate the efficacy of pregnenolone in comparison to placebo in patients with schizophrenia which are assessed by changes (from baseline) in the composite score of the MATRICS Consensus Cognitive Battery (MCCB), BACS and the Scale for Assessment of Negative Symptoms (SANS). Changes in functionality will be assessed by the University of California Performance Based Skills Assessment (UPSA). Safety will be assessed with laboratory tests, well established scales for side effects as well as with a side-effects checklist.||Objectives:||To demonstrate the efficacy of pregnenolone in comparison to placebo in patients with schizophrenia and with cognitive impairment from randomization (Week 2) to Week 10 by using MATRICS Consensus Cognitive Battery, BACS, Scale for Assessment of Negative Symptoms, Performance Based Skills Assessment - Brief Version and Clinical Global Impression -Improvement (CGI-I).Additional safety data on pregnenolone in patients with schizophrenia will be provided.||Methodology:||The proposed study is a single-site, randomized, double blind placebo-controlled comparison of adjunctive pregnenolone and placebo. A total sample will consist of 120 clinically stable inpatients and outpatients with DSM IV schizophrenia, with 60 subjects randomized to each group. A best estimate diagnostic approach will be utilized, in which information from the Structured Clinical Interview for DSM-IV will be supplemented by information from family informants, previous psychiatrists, and medical records to generate a diagnosis. There will be a 2 week, single-blind placebo lead-in evaluation phase, in which subjects will undergo baseline diagnostic and medical testing, including a physical examination, Electrocardiogram (ECG), Complete Blood Counts (CBC), complete metabolic panel, urine toxicology, and urinalysis. The study is designed to confirm the pilot study results (n=9 per group; total of 18 patients of 21 randomized who completed at least 4 weeks of treatment) in a larger clinical trial (n=60 per group, 120 patients total). Identical to our pilot study, patients will be seen for a total of 6 study visits (every two weeks). The placebo arm is essential as there are no standard therapies for cognitive defects as yet.||Potential Benefits:||While patients may not personally be helped by taking part in this study, their participation may lead to knowledge that will help better understand the illness. It may also lead to better treatment for cognitive deficits and negative symptoms in schizophrenia.||Potential Risks:||Obtaining blood can cause pain, bleeding, bruising, or swelling at the site of the needle prick. There is a risk that some questions on the questionnaires might upset the patients or cause psychological distress. There are no known severe risks that had been associated with taking pregnenolone., Schizophrenia|Pregnenolone|Neurocognition
2	Treatment Response to Rehabilitation in Patients With Schizophrenia, Patients with schizophrenia often suffer neurocognitive impairment and psychosocial and vocational difficulties. This study will help identify those patients most likely to benefit from existing behavioral treatments and provide clues for how to modify treatments for those who do not benefit.||Two studies will be conducted. The first will investigate the relationship of symptoms and neurocognitive variables at study entry to psychosocial and vocational status 2 years later. The second study will investigate the relationship of symptoms and neurocognitive variables at study entry to treatment response in patients assigned to either a cognitive remediation track or a computer skills track as part of their rehabilitation treatment.||Both the cognitive remediation and computer skills training programs will last 4 to 6 months. Participants will be assessed pre- and post-treatment. Neuropsychological, psychosocial and vocational status will be measured., 0
2	A Long Term Study of Long-acting Injectable Risperidone in the Treatment of Patients With Schizophrenia, This is an open-label, long-term study of a flexible dose of a long-acting injectable formulation of risperidone (risperidone LAI) injected into the muscle at 2 week intervals for at least 12 months in patients diagnosed with schizophrenia. It is an extension of an open label study of patients with schizophrenia (RIS-USA-259) switching from treatment with an oral antipsychotic medication to long-acting injectable risperidone. Safety evaluations include incidence of adverse events, physical examinations, clinical laboratory tests (biochemistry, hematology, and urinalysis), electrocardiograms (ECGs), and Extrapyramidal Symptom Rating Scale (ESRS), a scale for assessing muscle tone, gait, and abnormal movements. Efficacy assessments include measurements using the Positive and Negative Syndrome Scale for Schizophrenia (PANSS) and the Clinical Global Impression-Severity of Illness scale (CGI-S). Risperidone (25-50milligrams [mg]) injections, long-acting formulation, every 2 weeks for at least 1 year. Dosages may be increased (50 mgs maximum) or decreased at discretion of the investigator. Supplementary risperidone tablets (1mg) may be administered., Schizophrenia|Intramuscular injection|Antipsychotic agents|Long-acting risperidone
0	Green Light Effects on Anxiety, Each patient is treated once a week and thus, study participation time is expected to last 8 weeks. Patients will self evaluate their anxiety level at the beginning and end of each of the 8 therapy sessions by completing the 20-questions State-Trait Anxiety Inventory (STAI Form Y-1).||Therapists will fill the following form after each of the 8 sessions:||Did you feel any difference while working with the patient in the green light as compared to regular room light?||Check all that apply:||I was more focused|I was more relaxed|The patient was more relaxed|The patient was more engaged|The patient seemed more open|The therapy progressed further, 0
0	Impact of a Child-Parent Preoperative Accompanying Procedure on the Anxiety of Children Aged 5 to 12 With Scheduled Surgery, 0, 0
2	Single Nucleotide Polymorphism (SNP) in Schizophrenia and Schizophrenia Spectrum Disorders: a Population Association Analysis With Hong Kong Chinese, 0, Schizophrenia|Schizophrenia spectrum disorder
1	Primary Care Stepping Stones Triple P for Children With Autism, Research literature exists on best practices for screening and diagnosing children with Autism. However, less is known about how to intervene with the child's parent. Across studies, relative to parents of children without disabilities, parents of children with Autism have reported higher levels of stress and lower levels of parenting competence. Such stress places children at risk for adverse developmental outcomes||The proposed study aims to determine the effectiveness of Primary Care Stepping Stones Triple P (PC-SS Triple P), an empirically supported parent mediated intervention, to improve the behavioral functioning of children newly diagnosed with Autism (aged 2-12 years), increase parental resilience and decrease parental stress.||The specific hypotheses include:||Children whose parents receive PC-SS Triple P will demonstrate significantly greater improvements in their behavioral functioning than children of parents receiving Wait-list Control (WLC) at service closure.|At service closure, parents receiving the PC-SS Triple P intervention will be more resilient and demonstrate lower levels of stress than parents in the Wait-List Control (WLC) condition.|Parenting resilience and levels of parental stress will be positively associated with improvements in child behavior.||Seventy-six parents of children newly diagnosed with Autism will be randomized into one of two conditions: a) PC-SS Triple P (N=38) or b) Wait List Control (WLC; N=38). Study data will be collected with the assistance of a data collector appropriately trained in human subject rights protections.||It is anticipated that the present project will assist in the development and use of evidence-based practices for working with parents of children newly diagnosed with Autism within pediatric settings., Parental Resilience|Parental Stress|Family Adaptation|Autistic Disorder|Behavior|Child Behavior|Child Development Disorders|Pervasive Developmental Disabilities|Caregivers|Parents|Parenting|Primary Health Care
0	Anxiety Levels in Adolescents Undergoing Endoscopy, Although anxiety is known to be a disorder that is much more relevant for adults, it is seen at a frequency of approximately 6.5% in the childhood and adolescence. Anxiety is usually examined in two different forms, state anxiety and trait anxiety. A total of 180 pediatric patients who underwent GIS endoscopy in our hospital were included in our study. Demographic data (age, gender, height, weight, educational status, school and grade), additional diseases and diagnoses were recorded. Our aim was to evaluate the anxiety and trait anxiety levels of adolescents scheduled for gastrointestinal system (GIS) endoscopy under sedation, after being admitted as a single-day inpatient and before the procedure. A form evaluating state and trait anxiety levels (Spielberger's state and trait anxiety scale) and another form consisting of demographic data were given to the patients. We requested that the forms be filled by the children themselves. After monitoring in the endoscopy unit, sedation was applied with IV anesthetic drugs routinely.Oxygenation was provided with nasal O2 in all patients. Heart rate (HR), mean arterial pressure (MAP) and oxygen saturation (SpO2) were monitored. Also complications (bradycardia, tachycardia, arrhythmia, hypotension, hypertension, bronchospasm, decrease in SpO2, apnea) were recorded., Adolescent|anxiety|endoscopy|anesthesia
2	Insight in Persons Presenting Schizophrenia or Related Troubles During Hospitalization in Psychiatry, 0, schizophrenia, insight
2	"Timing of Voluntary Movement in Patients With Schizophrenia, Objectives||The purpose of this study is to determine how the subjective sense of willing and initiating an action is altered in schizophrenic patients. One proposed explanation for characteristic symptoms of schizophrenia (""passivity phenomena"") is a defect in the forward model of movement that the brain receives as the motor signal is generated. We propose to examine this forward model using Libet's paradigm, in which normal subjects gave evidence for a forward model in their anticipatory reports of initiation of movement. We intend to determine the times associated with willing (W), initiating (M), and electroencephalographic/electromyographic (EEG/EMG) measures of movement.||Study Population||We intend to study adult patients with a Diagnostic and Statistical Manual of Mental Disorders diagnosis of schizophrenia. These patients provide a unique population for this study because they often do not have the sense that they direct their own movement or author their own thoughts (passivity phenomena). Studies have shown that schizophrenics have movement-related cortical potentials on EEG, but it is not known when the subjective sense of initiating movement occurs for these patients. As the order of mental events in time has been shown to contribute to the sense of agency, it is important to know how the timing of voluntary movement is altered in schizophrenia.||Design||We will ask patients to look at a fast-rotating clock on a computer screen and note when their movements were willed, instigated by an external agent if they have such delusions, and were initiated. Patients will also report the time of a somatosensory stimulus. Surface EMG will determine the time of actual movement, and EEG will record brain potentials associated with movement. Eligible patients with schizophrenia and passivity phenomena will be recruited from the Clinical Brain Disorders Branch, NIMH.||Outcome Measures||The primary outcome measure of this study is the absence of time W in some schizophrenics, the latency of W in other schizophrenics compared to normal subjects, and the latency of M in schizophrenics compared to normals. Any effect of medication status or symptoms on performance in the study will be considered exploratory data., Bereitschafts Potential|Timing of Volition|Somatic Passivity Phenomenon|Conscious Will|Libet's Clock|Schizophrenia|Healthy Volunteer|HV"
2	An In Depth Study Evaluating The Experiences of Patients In Schizophrenia Research, 0, Schizophrenia
0	VP3: Vancouver Primary Prevention Program (Anxiety Disorders Prevention in School Children), 0, Anxiety|Therapy|Behaviour
2	Injection Site Tolerability of Multiple Dose Treatment With Long-acting Injectable Risperidone Administered Via Deltoid Muscle in Chronic Schizophrenia Patients., This is an open-label, multiple-dose, multicenter study in chronic schizophrenia patients, who are receiving long-acting injectable risperidone 25 or 37.5-mg injections into the gluteal muscle, and clinically require a higher dose. The study consists of a pretreatment screening phase, an 8-week, open label treatment phase during which patients will receive 4 sequential 2 mL injections with long-acting injectable risperidone (37.5 or 50 mg) administered every 2 weeks into the deltoid muscle in alternate arms (right versus left) for each visit; and a post treatment phase consisting of end of study evaluations upon completion of all the study procedures on Day 57 or at early withdrawal. The study hypothesis is that repeated injections of long-acting injectable risperidone into the deltoid muscle will be safe and well tolerated as assessed by the percent of patients who discontinue after at least 2 injections. Safety was assessed using adverse events (including occurrence of extrapyramidal symptoms as assessed by the Extrapyramidal Symptoms Rating Scale), clinical laboratory tests (hematology, serum chemistry, urinalysis, and pregnancy testing), vital signs, physical examinations, electrocardiograms, and injection site evaluation. The patients will receive 4 injections with long-acting injectable risperidone (37.5 or 50 mg) administered as 1 injection every 2 weeks into the deltoid muscle., schizophrenia|Risperidone|Long acting injectable|Intradeltoidal injection
2	Efficacy and Safety of Asenapine Compared With Olanzapine in Patients With Persistent Negative Symptoms of Schizophrenia (A7501013)(COMPLETED)(P05771), 0, 0
2	A Clinical Study That Will Evaluate How Well SEP-363856 Works and How Safe it is in People With Schizophrenia That Switch to SEP-363856 From Their Current Antipsychotic Medication, This is an 8-week, outpatient, multicenter, open-label, single-group, flexible-dose study designed to evaluate the safety and tolerability, as well as effectiveness of switching clinically stable adult subjects with schizophrenia from a typical or atypical antipsychotic to SEP-363856. This study is projected to enroll approximately 120 subjects into a single treatment group (SEP-363856)., Schizophrenia
2	Investigate Risperidone for the Treatment of Schizophrenia in Adolescents, Subjects will be aged 13 to 17 years with a diagnosis of schizophrenia. On enrollment, subjects will be assigned to receive 1 of 3 treatments (oral placebo tablets, oral risperidone tablets 1 to 3 mg, or oral risperidone tablets 4 to 6 mg), which will be administered daily for 6 weeks. Study medication will be increased to within the target dosage range during the first 7 days and then further increased until the maximum tolerated dose is achieved by day 14. The maximum tolerated dose will be maintained for the last 4 weeks of the study, unless dose adjustments are agreed with the Sponsor. Risperidone (1 to 3 mg or 4 to 6 mg) or placebo given orally as 0.5, 1, 2, 3, or 4 ,g tablets (or matching placebo) each day for 6 weeks., Schizophrenia|Risperidone|Adolescents
2	A Study to Evaluate the Effectiveness and Safety of Paliperidone Palmitate in Subjects With Acute Schizophrenia, This is an open-label (all people know the identity of the intervention), prospective (looking forward using periodic observations collected predominantly following participant enrollment), non-comparative and multicenter study to evaluate the effectiveness and safety of paliperidone palmitate in acute schizophrenic participants. This study consists of a screening phase (up to 7 days), treatment phase (13 weeks), and a study completion or early withdrawal visit. Safety evaluations will include adverse events, clinical laboratory tests, concomitant medications, physical examination, and vital signs, which will be monitored throughout the study. The total duration of study participation for each participant will be approximately 13 weeks., Schizophrenia|Antipsychotics|Paliperidone Palmitate|Paliperidone|Invega|Sustenna|Psychotic disorder|Psychosis
2	Ginkgo Biloba Extract for Schizophrenia, OBJECTIVE: There is evidence that an excessive free radical production or oxidative stress may be involved in the pathophysiology of patients with schizophrenia. The investigators hypothesize that antioxidant therapy by using an add-on agent together with a well-proven antipsychotic drug may have favorable effects on some schizophrenic patients.||METHODS:||Clinical Trial: This is a randomized, double-blind and parallel controlled trial in treatment-naive first-episode patients with schizophrenia. The study consists of a 1-week stabilization phase, followed by 10 weeks of double-blind treatment. The total trial duration is 11 weeks.|Medications: Eligible patients are randomly assigned to either capsulized EGb(240mg.day) or identically capsulized placebo addition to the risperidone (2-6mg/day) in a double-blind fashion.|Assessment Procedures:||3.1. Primary Outcome Variable-psychopathology: Assessment instruments include the Positive and Negative Syndrome Scale (PANSS), and the Clinical Global Impression (CGI). Patients are interviewed at screening, at baseline and at every two weeks.||3.2. Cognitive tests: A comprehensive battery of tests encompassing the cognitive domains of executive function, attention, memory, perception, and general intellect is administered twice at baseline and at the end of 10-week treatment by a trained psychologist. Scoring follows standardized procedures.||3.3. Side Effects: Parkinsonism is rated with the Simpson-Angus Scale for extrapyramidal side effects. The Abnormal Involuntary Movement Scale (AIMS) is chosen to assess tardive dyskinesia (TD) severity. All of the AIMS and Simpson-Angus Rating Scales are administered by the same investigator at baseline and at baseline, and at week 5 and at week 10.||3.4. Plasma Measures: Venous blood from forearm vein is collected from healthy controls and patients with schizophrenia between 7 and 9 a.m. following an overnight fast. Serum Plasma malondialdehyde (MDA) levels and superoxide dismutase (SOD), glutathione peroxidase (GSH-Px) and catalase (CAT) activities will be analyzed using established procedures., Schizophrenia|clinical trial|risperidone|ginkgo biloba extract|antioxidant
